CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50040516,FORMOSA CAFE,Brooklyn,5323,7 AVENUE,11220,3474646878,Chinese,43900,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,43900,44084,Cycle Inspection / Initial Inspection,40.64057851,-74.00782983,307,38,10600,3014403,3008180001,BK34
41118839,NOBU FIFTY SEVEN,Manhattan,40,WEST   57 STREET,10019,2127578559,Japanese,43852,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,9,A,43852,44084,Cycle Inspection / Re-inspection,40.76353088,-73.97535152,105,4,11201,1035057,1012720063,MN17
50041026,NORTH POLE,Brooklyn,428,BERGEN STREET,11217,7188570049,American,43886,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12,A,43886,44084,Cycle Inspection / Initial Inspection,40.6816769,-73.97755598,306,39,12901,3018541,3009320040,BK37
41120682,SANT AMBROEUS,Manhattan,1000,MADISON AVENUE,10075,2125702211,Italian,43844,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,5,A,43844,44084,Cycle Inspection / Re-inspection,40.77531625,-73.96286545,108,4,14200,1041835,1013920056,MN40
50038194,FIRST CHOICE RESTAURANT,Manhattan,3893A,BROADWAY,10032,2129276898,Chinese,43861,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,43861,44084,Cycle Inspection / Re-inspection,40.83757509,-73.9423142,112,7,24500,1063363,1021370080,MN36
50098364,YUMMY YUMMY CHINESE,Queens,5273,65TH PL,11378,7188987128,Chinese,43852,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,9,A,43852,44084,Pre-permit (Operational) / Re-inspection,40.73208173,-73.90011051,405,30,51500,4055019,4023820001,QN30
50100597,MIRANDA CAFE,Queens,5124B,NORTHERN BLVD,11377,3472079345,American,43853,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Y,13,A,43853,44084,Pre-permit (Operational) / Re-inspection,40.75315724,-73.90812764,402,26,25500,4519661,4011920001,QN63
41636384,BELL DINER,Queens,21525,73 AVENUE,11364,7182790333,American,43860,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,12,A,43860,44084,Cycle Inspection / Re-inspection,40.74062503,-73.75894438,411,23,136700,4163155,4076380001,QN42
41599926,THE STAYTON ROOM,Manhattan,511,LEXINGTON AVENUE,10017,2127554400,American,43873,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,43873,44084,Cycle Inspection / Initial Inspection,40.75509576,-73.97320342,106,4,9200,1036219,1013020051,MN19
50093897,SAC'S PLACE,Queens,3511,35TH AVE,11106,7182045002,Italian,43889,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,43889,44084,Pre-permit (Operational) / Initial Inspection,40.75654565,-73.92512024,401,26,5700,4446982,4006430001,QN70
50100321,DOUBLE DELIGHT ASIAN,Brooklyn,7802,17 AVENUE,11214,7183315880,Chinese,43872,Violations were cited in the following area(s).,09B,Thawing procedures improper.,N,11,A,43872,44084,Pre-permit (Operational) / Initial Inspection,40.61301841,-74.00026293,311,43,26400,3162113,3062590070,BK28
50087102,MCDONALD'S,Manhattan,556,7 AVENUE,10018,5082081825,American,43887,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,11,A,43887,44084,Cycle Inspection / Initial Inspection,40.75460695,-73.98799866,105,3,11300,1014503,1007890042,MN17
41493340,TOKYO HOUSE JAPANESE RESTAURANT,Bronx,5648,RIVERDALE AVENUE,10471,7186016877,Japanese,43871,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,11,A,43871,44084,Cycle Inspection / Initial Inspection,40.90545445,-73.90451209,208,11,33700,2085158,2058630109,BX22
50102665,MERA,Brooklyn,282,KINGS HIGHWAY,11223,3479679403,Mediterranean,43855,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,10,A,43855,44084,Pre-permit (Operational) / Initial Inspection,40.60517211,-73.98023957,311,47,42600,3176751,3066490018,BK29
50047379,THE ROSEMONT,Brooklyn,63,MONTROSE AVENUE,11206,3476787262,American,43880,Violations were cited in the following area(s).,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",N,7,A,43880,44084,Cycle Inspection / Initial Inspection,40.70692444,-73.94743398,301,34,51100,3071073,3030500034,BK90
50074381,NUNOODLE,Manhattan,130,1 AVENUE,10009,7182881587,Chinese,43881,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,43881,44084,Cycle Inspection / Re-inspection,40.727428,-73.98539502,103,2,3200,1005819,1004350008,MN22
40372694,CLINTON RESTAURANT,Queens,917,CLINTONVILLE STREET,11357,7187464800,Italian,43893,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,43893,44084,Cycle Inspection / Initial Inspection,40.79346399,-73.81314953,407,19,98700,4102818,4045260080,QN49
50046460,LIN'S GARDEN,Brooklyn,175,4 AVENUE,11217,7183991666,Chinese,43857,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,10,A,43857,44084,Cycle Inspection / Initial Inspection,40.67852123,-73.98227638,306,39,13100,3019528,3009490010,BK37
50100388,77 WEST BISTRO,Manhattan,77,WEST   66 STREET,10023,9144507990,American,43902,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,6,A,43902,44084,Pre-permit (Operational) / Re-inspection,40.77324011,-73.98069136,107,6,15300,1082810,1011190008,MN14
50017836,I-FORTUNE COOKIE,Queens,4469,21ST ST,11101,7187864821,Chinese,43906,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,A,43906,44084,Cycle Inspection / Initial Inspection,40.74776658,-73.94745577,402,26,700,4000665,4000780054,QN31
41609236,LUNG FONG  RESTAURANT,Bronx,870,EAST  180 STREET,10460,7182201332,Chinese,43844,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,13,A,43844,44084,Cycle Inspection / Initial Inspection,40.84530596,-73.88311856,206,17,36300,2013147,2031230051,BX17
41606775,BARO,Manhattan,34,WEST   32 STREET,10001,2127360029,Korean,43836,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,11,A,43836,44084,Cycle Inspection / Initial Inspection,40.74781906,-73.98710123,105,4,7600,1015832,1008330063,MN17
41615409,HOT KITCHEN,Manhattan,104,2 AVENUE,10003,2122283090,Chinese,43839,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,11,A,43839,44084,Cycle Inspection / Re-inspection,40.72747776,-73.98846538,103,2,3800,1006262,1004480001,MN22
50089626,JONGRO BBQ,Manhattan,22,WEST   32 STREET,10001,2125640500,Korean,43873,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,7,A,43873,44084,Pre-permit (Operational) / Initial Inspection,40.74762687,-73.98665374,105,4,7600,1015828,1008330057,MN17
50065420,IL CARINO RESTAURANT,Manhattan,1710,2 AVENUE,10128,9173254192,Italian,43902,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,9,A,43902,44084,Cycle Inspection / Re-inspection,40.77957967,-73.9504889,108,5,14602,1050102,1015510052,MN32
50085944,GOLDEN CHEF,Bronx,1634,CROSBY AVENUE,10461,7188237885,Chinese,43906,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12,A,43906,44084,Cycle Inspection / Initial Inspection,40.84474122,-73.83075137,210,13,26602,2046063,2041680022,BX10
41384237,CHICANITO,Bronx,435,EAST  153 STREET,10455,6467855832,Mexican,43874,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,5,A,43874,44084,Cycle Inspection / Initial Inspection,40.81869133,-73.91575762,201,17,6700,2001377,2023750027,BX34
40735858,ACQUA SANTA,Brooklyn,556,DRIGGS AVENUE,11211,7183849695,Italian,43880,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,4,A,43880,44084,Cycle Inspection / Re-inspection,40.71691374,-73.95657078,301,33,55300,3062096,3023280018,BK73
40398434,CURRY IN A HURRY,Manhattan,119,LEXINGTON AVENUE,10016,2126830900,Indian,43865,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,9,A,43865,44084,Cycle Inspection / Re-inspection,40.74277629,-73.98234222,106,2,7200,1018214,1008840026,MN20
50005523,BAGELS PLUS,Brooklyn,7501,NEW UTRECHT AVENUE,11214,7182321404,American,43872,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,13,A,43872,44084,Cycle Inspection / Re-inspection,40.61564792,-73.99996758,311,43,26400,3160173,3062250046,BK28
50044012,THE DITTY,Queens,3503,DITMARS BLVD,11105,2129918298,American,43892,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,11,A,43892,44084,Cycle Inspection / Initial Inspection,40.77477823,-73.90877647,401,22,11300,4016548,4008240002,QN72
41087789,ISOHAMA,Manhattan,1666,3 AVENUE,10128,2128280099,Japanese,43887,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,12,A,43887,44084,Cycle Inspection / Initial Inspection,40.78348001,-73.9505871,108,5,15801,1048395,1015220035,MN40
